(1.0, 6.027679e-16, 1.0177266597747803)
(0.4482758620689655, 0.41092724, 0.9807019233703613)
(0.359375, 0.36854154, 0.9046392440795898)
(0.3333333333333333, 0.5605638, 0.8185632228851318)
(0.48854961832061067, 0.13396308, 0.9446892738342285)
(0.24, 0.52534944, 0.9036424160003662)
(0.32, 0.27632764, 1.1407465934753418)
(0.36231884057971014, 1.6956024, 1.0267341136932373)
(0.5730337078651685, 0.11364578, 0.9326643943786621)
(0.5564516129032258, 0.26753092, 1.0227041244506836)
(0.43388429752066116, 0.19724561, 1.0537691116333008)
(0.6090909090909091, 0.16665962, 0.9596800804138184)
(0.5263157894736842, 0.097710535, 1.027730941772461)
(0.7735849056603774, 0.52883816, 0.9386670589447021)
(0.2564102564102564, 13.657229, 0.9837198257446289)
(0.5454545454545454, 0.20596163, 0.8535885810852051)
(0.631578947368421, 0.1882869, 0.88362717628479)
(0.2608695652173913, 0.5949546, 0.8576111793518066)
(0.7022222222222222, 0.15761223, 0.9887039661407471)
(0.4807692307692308, 0.07997458, 0.8936324119567871)
(0.46842105263157896, 0.08048314, 1.017730474472046)
(0.33093525179856115, 0.19223636, 1.0497467517852783)
(0.41509433962264153, 0.09074558, 1.0507473945617676)
(0.4, 0.101579234, 1.038719654083252)
(0.48226950354609927, 0.19619013, 1.044762134552002)
(0.5578635014836796, 0.10032982, 1.0457255840301514)
(0.4375, 0.62961555, 0.870617151260376)
(0.6304347826086957, 0.290238, 0.8846285343170166)
(0.85, 0.18361011, 0.8856289386749268)
(0.5967741935483871, 0.1904505, 0.8506038188934326)
(0.47619047619047616, 0.42587733, 0.9376676082611084)
(0.5885167464114832, 0.34125364, 1.2488856315612793)
(0.21052631578947367, 0.3739037, 1.0337367057800293)
(0.0, inf, 0.774547815322876)
(0.38461538461538464, 0.63899577, 0.8165807723999023)
(0.7044534412955465, 0.23448285, 0.8506059646606445)
(0.5309734513274337, 0.13063829, 0.9106650352478027)
(0.42424242424242425, 0.22872967, 0.9446537494659424)
(0.4954954954954955, 0.8642555, 1.0457663536071777)
(0.5135135135135135, 0.77658415, 1.2759039402008057)
(0.5043478260869565, 0.80771565, 0.9686887264251709)
(0.46296296296296297, 0.75871235, 0.9206366539001465)
(0.4716981132075472, 0.8079295, 0.9737112522125244)
(0.563953488372093, 0.84684366, 0.9356460571289062)
(0.6942148760330579, 0.25539544, 0.8425977230072021)
(0.49019607843137253, 0.71017385, 0.8466010093688965)
(0.30434782608695654, 0.34721434, 0.8856296539306641)
(0.7272727272727273, 0.89439535, 0.8616316318511963)
(0.46206896551724136, 0.36086112, 1.1307847499847412)
(0.6517647058823529, 0.2484215, 0.9827165603637695)
(0.6692307692307692, 0.16463684, 0.9026215076446533)
(0.0, inf, 0.7995874881744385)
(0.625, 0.23106429, 0.8866114616394043)
(0.5, 0.218111, 0.858607292175293)
(0.6057692307692307, 0.22308592, 0.8816263675689697)
(0.5215419501133787, 0.15489231, 0.9927055835723877)
(0.6626506024096386, 0.074882224, 0.9887218475341797)
(0.4418604651162791, 0.2791596, 0.9376475811004639)
(0.5375, 0.35262993, 0.8916151523590088)
(0.5709090909090909, 0.19495212, 0.951695442199707)
(0.4461538461538462, 13.165636, 0.9296426773071289)
(0.53, 0.41166577, 0.9246585369110107)
(0.527536231884058, 0.1167037, 0.9706885814666748)
(0.5, 0.19626349, 0.9396684169769287)
(0.5857142857142857, 0.33282006, 0.9887018203735352)
(0.666156202143951, 0.21576348, 0.9997105598449707)
(0.5757575757575758, 0.13307364, 0.9987115859985352)
(0.5461346633416458, 0.15848586, 1.0667579174041748)
(0.547945205479452, 0.16986087, 1.0667598247528076)
(0.5666666666666667, 0.5297028, 0.878624439239502)
(0, inf, 0.7515335083007812)
(0.47804878048780486, 0.06971702, 1.0447628498077393)
(0.4664179104477612, 0.13542126, 1.1828217506408691)
(0.5640138408304498, 0.09732601, 1.0457468032836914)
(0.5117370892018779, 0.17378332, 1.0757577419281006)
(0.5427509293680297, 0.14365111, 1.0667588710784912)
(0.47333333333333333, 0.17386296, 1.0917761325836182)
(0.3893129770992366, 0.26879328, 1.0427398681640625)
(0.5106382978723404, 0.10918934, 0.9276585578918457)
(0.37, 0.13338308, 0.9576785564422607)
(0.42857142857142855, 0.5203167, 0.8466212749481201)
(0.5364238410596026, 0.23107423, 1.013700246810913)
(0.71, 0.19412607, 0.9126501083374023)
(0.5642458100558659, 0.16165298, 1.03273344039917)
(0.4797979797979798, 0.18820748, 1.0807876586914062)
(0.2857142857142857, 0.4983878, 0.9056441783905029)
(0.5764705882352941, 0.17211205, 1.025710105895996)
(0.4117647058823529, 0.44157755, 0.814577579498291)
(0.5172413793103449, 0.4289448, 0.8756215572357178)
(0.5128205128205128, 0.5517541, 0.9276571273803711)
(0.4166666666666667, 0.53710663, 0.8606138229370117)
(0.4090909090909091, 1.3922065, 0.9006376266479492)
(0.375, 0.6829809, 0.7735507488250732)
(0.0, inf, 0.845599889755249)
(0.325, 0.5219897, 0.8035688400268555)
(0.0, inf, 0.7745490074157715)
(0.4166666666666667, 0.5951818, 0.8415982723236084)
