(1.0, 1.5731305e-16, 0.8035769462585449)
(0.0, inf, 0.9356625080108643)
(0.6111111111111112, 0.2070583, 0.7515342235565186)
(0.5652173913043478, 0.13558896, 0.7755494117736816)
(0.0, inf, 0.7735488414764404)
(0.0, inf, 0.7155084609985352)
(0.0, inf, 0.7115254402160645)
(0.0, inf, 0.687469482421875)
(0.5333333333333333, 0.49900082, 0.7475314140319824)
(0.6666666666666666, 0.57099026, 0.784557580947876)
(0.0, inf, 0.6864874362945557)
(nan, inf, 0.6634697914123535)
(0.4117647058823529, 0.45275578, 0.718510627746582)
(0.2916666666666667, 0.8307119, 0.6874897480010986)
(0.5263157894736842, 0.16377655, 0.6604666709899902)
(0.5757575757575758, 0.05938572, 0.6694715023040771)
(0.0, inf, 0.7085092067718506)
(0.0, inf, 0.7315175533294678)
(0.0, inf, 0.7125058174133301)
(0.0, inf, 0.7325234413146973)
(0.0, inf, 0.7175092697143555)
(0.5384615384615384, 0.36566228, 0.7475342750549316)
(0.5454545454545454, 8.200959, 0.765540361404419)
(0.4, 0.6381225, 0.7115073204040527)
(0.5833333333333334, 0.23329319, 0.6484594345092773)
(0.6, 0.12152498, 0.6774814128875732)
(0.0, inf, 0.7745492458343506)
(0.0, inf, 0.6554622650146484)
(0.0, inf, 0.6654725074768066)
(0.7142857142857143, 2.7227843, 0.7004969120025635)
(0.38095238095238093, 0.9031782, 0.7125089168548584)
(0.6190476190476191, 0.7747833, 0.8095769882202148)
(0.65, 0.66111577, 0.8986389636993408)
(0.0, inf, 0.8275866508483887)
(0.7857142857142857, 0.46116656, 0.7205102443695068)
(0.0, inf, 0.7365195751190186)
(0.0, inf, 0.7565391063690186)
(0.0, inf, 0.6944925785064697)
(0.0, inf, 0.6774811744689941)
(0.0, inf, 0.6854860782623291)
(0.0, inf, 0.6884856224060059)
(0.0, inf, 0.6844868659973145)
(0.0, inf, 0.6834850311279297)
(0.5454545454545454, 0.5064791, 0.6854870319366455)
(0.0, inf, 0.7255144119262695)
(0.0, inf, 0.6774806976318359)
(0.0, inf, 0.7024986743927002)
(0.0, inf, 0.811575174331665)
(0.0, inf, 0.7425270080566406)
(0.0, inf, 0.6714794635772705)
(0.46153846153846156, 0.60454106, 0.6974954605102539)
(0.3684210526315789, 1.4820424, 0.7915639877319336)
(0.4, 0.29903102, 0.6694769859313965)
(0.52, 0.17456648, 0.7835559844970703)
(0.7272727272727273, 0.2741304, 0.6514616012573242)
(0.75, 0.34706324, 0.8576083183288574)
(0.0, inf, 0.6864786148071289)
(0.0, inf, 0.6544651985168457)
(0.0, inf, 0.6584699153900146)
(0.0, inf, 0.6544632911682129)
(0.0, inf, 0.6604681015014648)
(0.0, inf, 0.6544632911682129)
(0.5172413793103449, 0.17414466, 0.6734848022460938)
(0.6851851851851852, 0.15672076, 0.6534597873687744)
(0.5454545454545454, 0.15357944, 0.6524620056152344)
(0.0, inf, 0.6574668884277344)
(0.0, inf, 0.6584682464599609)
(0.0, inf, 0.6614696979522705)
(0.0, inf, 0.6524641513824463)
(0.6, 6.72173, 0.662470817565918)
(0.0, inf, 0.7075021266937256)
(0.6923076923076923, 0.31646582, 0.6714777946472168)
(0.5357142857142857, 2.4319448, 0.6654729843139648)
(0.5625, 0.56859434, 0.6734766960144043)
(0.0, inf, 0.677483081817627)
(0.6590909090909091, 0.4178779, 0.6574671268463135)
(0.0, inf, 0.6524643898010254)
(0.7894736842105263, 0.5135261, 0.6424565315246582)
(0.0, inf, 0.649461030960083)
(0.4666666666666667, 0.51906794, 0.6544668674468994)
(0.55, 0.46902567, 0.6614677906036377)
(0.7619047619047619, 0.5992075, 0.6644725799560547)
(0.5833333333333334, 0.16206539, 0.7775559425354004)
(0.0, inf, 0.6874871253967285)
(0.45454545454545453, 1.2329321, 0.6624710559844971)
(0.4666666666666667, 0.7343491, 0.6714792251586914)
(0.0, inf, 0.6444554328918457)
(0.0, inf, 0.6634716987609863)
(0.7142857142857143, 3.018163, 0.6564674377441406)
(0.5833333333333334, 1.0525906, 0.6464602947235107)
(0.6363636363636364, 0.79152036, 0.6724793910980225)
(0.0, inf, 0.6434555053710938)
(0.6, 0.6661541, 0.6974971294403076)
(0.0, inf, 0.842456579208374)
(0.0, inf, 0.6794805526733398)
(0.0, inf, 0.693493127822876)
(0.6153846153846154, 0.7062683, 0.6694767475128174)
(0.5, 0.5396551, 0.8405990600585938)
(0.0, inf, 0.8756213188171387)
(0.0, inf, 0.7365241050720215)
