(1.0, 4.9381957e-16, 0.08504343032836914)
(0.0, inf, 0.08305835723876953)
(0.0, inf, 0.0790562629699707)
(0.9411764705882353, 0.18787266, 0.08205556869506836)
(nan, inf, 0.08305811882019043)
(0.0, inf, 0.08005547523498535)
(0.0, inf, 0.08105754852294922)
(0.0, inf, 0.10107183456420898)
(0.0, inf, 0.08606076240539551)
(0.0, inf, 0.08505892753601074)
(0.0, inf, 0.08305859565734863)
(nan, inf, 0.07605171203613281)
(0.0, inf, 0.0790557861328125)
(0.0, inf, 0.1150827407836914)
(0.6363636363636364, 0.17086758, 0.0840599536895752)
(0.0, inf, 0.07805442810058594)
(0.0, inf, 0.08105921745300293)
(0.0, inf, 0.07805538177490234)
(0.0, inf, 0.07905721664428711)
(0.0, inf, 0.07505440711975098)
(0.0, inf, 0.07705354690551758)
(0.0, inf, 0.07705569267272949)
(0.5454545454545454, 39.141792, 0.08205842971801758)
(0.0, inf, 0.07905721664428711)
(0.7692307692307693, 0.35462394, 0.07705426216125488)
(0.5833333333333334, 3.5271285, 0.0790548324584961)
(0.0, inf, 0.07805418968200684)
(0.0, inf, 0.08205723762512207)
(0.0, inf, 0.08806276321411133)
(0.0, inf, 0.08205699920654297)
(0.0, inf, 0.08105707168579102)
(0.0, inf, 0.08205890655517578)
(0.0, inf, 0.0790567398071289)
(0.0, inf, 0.07805395126342773)
(0.0, inf, 0.08305835723876953)
(0.0, inf, 0.08105874061584473)
(0.0, inf, 0.08205819129943848)
(0.0, inf, 0.10007238388061523)
(nan, inf, 0.10107111930847168)
(nan, inf, 0.08005595207214355)
(0.0, inf, 0.08806204795837402)
(0.0, inf, 0.08105778694152832)
(0.0, inf, 0.07805585861206055)
(0.0, inf, 0.07605552673339844)
(0.0, inf, 0.07705450057983398)
(0.0, inf, 0.07705259323120117)
(nan, inf, 0.08005642890930176)
(0.0, inf, 0.08005595207214355)
(0.0, inf, 0.0790565013885498)
(0.0, inf, 0.07805371284484863)
(0.0, inf, 0.07705354690551758)
(0.0, inf, 0.08005571365356445)
(0.0, inf, 0.08205819129943848)
(0.0, inf, 0.07805538177490234)
(0.0, inf, 0.07805633544921875)
(0.0, inf, 0.07605385780334473)
(0.0, inf, 0.07705473899841309)
(0.0, inf, 0.0790555477142334)
(0.0, inf, 0.08005738258361816)
(nan, inf, 0.07705521583557129)
(0.0, inf, 0.07705450057983398)
(0.0, inf, 0.07705354690551758)
(0.7692307692307693, 0.18630517, 0.08005833625793457)
(0.7777777777777778, 0.1632522, 0.07905745506286621)
(0.0, inf, 0.0760502815246582)
(0.0, inf, 0.08305668830871582)
(0.0, inf, 0.08005619049072266)
(0.0, inf, 0.08205723762512207)
(0.0, inf, 0.0790557861328125)
(0.0, inf, 0.0840604305267334)
(0.0, inf, 0.08506059646606445)
(0.0, inf, 0.08806276321411133)
(0.0, inf, 0.08705925941467285)
(0.0, inf, 0.1461048126220703)
(0.0, inf, 0.1290900707244873)
(1.0, 0.7751675, 0.09607720375061035)
(0.0, inf, 0.08105731010437012)
(0.0, inf, 0.08305764198303223)
(0.0, inf, 0.08205795288085938)
(0.0, inf, 0.08205986022949219)
(0.0, inf, 0.08005642890930176)
(0.0, inf, 0.08105969429016113)
(0.0, inf, 0.07605218887329102)
(0.0, inf, 0.07705473899841309)
(0.0, inf, 0.08105659484863281)
(0.0, inf, 0.08005666732788086)
(0.0, inf, 0.08105707168579102)
(0.0, inf, 0.08305859565734863)
(0.0, inf, 0.08305835723876953)
(0.0, inf, 0.08105731010437012)
(0.0, inf, 0.08305883407592773)
(0.0, inf, 0.09807157516479492)
(0.0, inf, 0.11007833480834961)
(nan, inf, 0.08105731010437012)
(0.0, inf, 0.08005499839782715)
(0.0, inf, 0.08305835723876953)
(0.0, inf, 0.08105754852294922)
(0.0, inf, 0.08205676078796387)
(nan, inf, 0.08305907249450684)
