(1.0, 1.3240921e-15, 1.7521476745605469)
(0.3333333333333333, 0.64184916, 0.7975645065307617)
(0.32432432432432434, 0.597656, 1.294921636581421)
(0.42857142857142855, 0.5485233, 0.6124534606933594)
(0.5675675675675675, 0.31637883, 1.5551059246063232)
(0.2777777777777778, 0.53117037, 0.8496026992797852)
(0.3939393939393939, 0.25079384, 1.709214448928833)
(0.3, 0.7603539, 1.2578938007354736)
(0.3333333333333333, 0.24352147, 0.6504623889923096)
(0.41025641025641024, 0.22131832, 1.0927577018737793)
(0.37254901960784315, 0.21201648, 1.754248857498169)
(0.46153846153846156, 0.18337208, 1.1798362731933594)
(0.5116279069767442, 0.09295315, 1.6071431636810303)
(0.5178571428571429, 0.6444944, 0.9666881561279297)
(0.25, 0.5169524, 1.371976613998413)
(0.2727272727272727, 0.5346186, 1.5831196308135986)
(0.4, 0.14857057, 0.9696919918060303)
(0.29411764705882354, 2.9023132, 0.5213849544525146)
(0.4727272727272727, 0.19123846, 0.9126291275024414)
(0.4482758620689655, 0.122412235, 0.521369218826294)
(0.4594594594594595, 0.8880205, 1.4910635948181152)
(0.4, 0.15499838, 1.1788251399993896)
(0.375, 0.15312712, 1.67018723487854)
(0.4777777777777778, 0.11090108, 1.400012493133545)
(0.5772357723577236, 0.2433088, 1.2108404636383057)
(0.6044776119402985, 0.1307177, 1.6191527843475342)
(0.3076923076923077, 7.883214, 0.6804835796356201)
(0.4782608695652174, 0.77567214, 1.3679907321929932)
(0.48148148148148145, 0.22834384, 1.6771740913391113)
(0.37037037037037035, 0.4909423, 1.8383054733276367)
(0.2916666666666667, 0.67738044, 1.7112176418304443)
(0.6197183098591549, 0.3374766, 1.3199362754821777)
(0.3888888888888889, 1.1740253, 0.5734081268310547)
(0.3333333333333333, 0.42910737, 0.21417236328125)
(0.5, 0.47974816, 0.3662436008453369)
(0.7064220183486238, 0.23817702, 1.7712774276733398)
(0.4772727272727273, 0.1115103, 2.2345714569091797)
(0.2857142857142857, 0.6922162, 0.9306600093841553)
(0.44, 0.87918353, 1.746239423751831)
(0.46153846153846156, 0.7701529, 1.6311614513397217)
(0.48936170212765956, 1.0476371, 1.8113064765930176)
(0.3548387096774194, 0.57547635, 2.0264220237731934)
(0.3235294117647059, 1.440447, 1.8883419036865234)
(0.47619047619047616, 0.88733083, 1.6952028274536133)
(0.7692307692307693, 0.25763446, 1.2719032764434814)
(0.29411764705882354, 0.500525, 1.6351613998413086)
(0.3125, 0.65343773, 1.6341638565063477)
(0.22727272727272727, 0.4988765, 1.838303804397583)
(0.42857142857142855, 0.19298594, 2.2236011028289795)
(0.6046511627906976, 0.20443574, 2.1144819259643555)
(0.6290322580645161, 0.14492992, 2.4387331008911133)
(0.5333333333333333, 0.51045287, 0.36525869369506836)
(0.3684210526315789, 0.502541, 0.49537158012390137)
(0.43333333333333335, 0.21741971, 0.532379150390625)
(0.45, 1.0122651, 0.7855575084686279)
(0.6420454545454546, 0.16688286, 1.7712600231170654)
(0.6785714285714286, 0.084399186, 2.367474317550659)
(0.35135135135135137, 1.168599, 1.5250835418701172)
(0.4888888888888889, 0.26499942, 1.2278704643249512)
(0.5869565217391305, 0.21920434, 1.632162094116211)
(0.2631578947368421, 0.4994664, 2.444758176803589)
(0.5, 0.4064691, 1.6441519260406494)
(0.5611510791366906, 5.251433, 2.0054428577423096)
(0.358974358974359, 0.36357397, 2.2105541229248047)
(0.4, 0.23931244, 2.324673652648926)
(0.7906976744186046, 0.21092205, 1.7472248077392578)
(0.6439393939393939, 0.1517631, 1.067777395248413)
(0.6368715083798883, 0.1180379, 2.079477071762085)
(0.647887323943662, 0.21524148, 2.310645341873169)
(0.375, 0.5150173, 0.4273064136505127)
(0.0, inf, 0.12008547782897949)
(0.425531914893617, 0.110175826, 1.5751392841339111)
(0.5192307692307693, 0.081597194, 1.512056827545166)
(0.6060606060606061, 0.089338094, 1.3029437065124512)
(0.43333333333333335, 0.16818754, 1.2218685150146484)
(0.43283582089552236, 0.11819345, 1.7762458324432373)
(0.5306122448979592, 0.10002809, 1.0217235088348389)
(0.44, 0.34871292, 1.1748361587524414)
(0.5454545454545454, 0.12753084, 0.9657039642333984)
(0.391304347826087, 0.11367702, 1.104766607284546)
(0.42857142857142855, 0.8313857, 0.8265848159790039)
(0.5, 0.27514246, 0.9546809196472168)
(0.3783783783783784, 0.30885223, 0.9176533222198486)
(0.3469387755102041, 0.08972348, 1.31793212890625)
(0.47368421052631576, 0.0991423, 1.4300169944763184)
(0.0, inf, 0.5553967952728271)
(0.5862068965517241, 0.16859183, 1.113790512084961)
(0.3, 0.79267573, 0.35727357864379883)
(0.4166666666666667, 0.7297654, 1.0327160358428955)
(0.5454545454545454, 0.6849742, 0.9086480140686035)
(0.29411764705882354, 0.50807256, 0.5013542175292969)
(0.2631578947368421, 3.9751134, 1.1918668746948242)
(0.4166666666666667, 0.52822745, 0.18811416625976562)
(0.2608695652173913, 0.7610078, 0.5814151763916016)
(0.2857142857142857, 0.56916296, 0.19513702392578125)
(0.37142857142857144, 0.5046224, 0.20716381072998047)
(0.2777777777777778, 0.59528255, 0.46831226348876953)
